"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YOL058W" "OTHER" "1" "ARG1" "S. cerevisiae" "ARGinine requiring" "1263" "YOL058W" "S000005419" "ORF"
"YMR105C" "OTHER" "1" "PGM2" "S. cerevisiae" "PhosphoGlucoMutase" "1710" "YMR105C" "S000004711" "ORF"
"YJL100W" "OTHER" "1" "LSB6" "S. cerevisiae" "Las Seventeen Binding protein" "1824" "YJL100W" "S000003636" "ORF"
"YEL039C" "OTHER" "1" "CYC7" "S. cerevisiae" "CYtochrome C" "342" "YEL039C" "S000000765" "ORF"
"YLL062C" "OTHER" "1" "MHT1" "S. cerevisiae" "S-Methylmethionine-Homocysteine methylTransferase" "975" "YLL062C" "S000003985" "ORF"
"YJR073C" "OTHER" "1" "OPI3" "S. cerevisiae" "OverProducer of Inositol" "621" "YJR073C" "S000003834" "ORF"
"YKL148C" "OTHER" "1" "SDH1" "S. cerevisiae" "Succinate DeHydrogenase" "1923" "YKL148C" "S000001631" "ORF"
"YCR098C" "OTHER" "1" "GIT1" "S. cerevisiae" "GlycerophosphoInosiTol" "1557" "YCR098C" "S000000695" "ORF"
"YBR029C" "OTHER" "1" "CDS1" "S. cerevisiae" "CDP-Diacylglycerol Synthase" "1374" "YBR029C" "S000000233" "ORF"
"YOR323C" "OTHER" "1" "PRO2" "S. cerevisiae" "PROline requiring" "1371" "YOR323C" "S000005850" "ORF"
"YKL152C" "OTHER" "1" "GPM1" "S. cerevisiae" "Glycerate PhosphoMutase" "744" "YKL152C" "S000001635" "ORF"
"YLL041C" "OTHER" "1" "SDH2" "S. cerevisiae" "Succinate DeHydrogenase" "801" "YLL041C" "S000003964" "ORF"
"YJR048W" "OTHER" "1" "CYC1" "S. cerevisiae" "CYtochrome C" "330" "YJR048W" "S000003809" "ORF"
"YER086W" "OTHER" "1" "ILV1" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "1731" "YER086W" "S000000888" "ORF"
"YBR093C" "OTHER" "1" "PHO5" "S. cerevisiae" "PHOsphate metabolism" "1404" "YBR093C" "S000000297" "ORF"
"YPL160W" "OTHER" "1" "CDC60" "S. cerevisiae" "Cell Division Cycle" "3273" "YPL160W" "S000006081" "ORF"
"YFL001W" "OTHER" "1" "DEG1" "S. cerevisiae" "DEpressed Growth rate" "1329" "YFL001W" "S000001895" "ORF"
"YGL148W" "OTHER" "1" "ARO2" "S. cerevisiae" "AROmatic amino acid requiring" "1131" "YGL148W" "S000003116" "ORF"
"YGR170W" "OTHER" "1" "PSD2" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "3417" "YGR170W" "S000003402" "ORF"
"YJR133W" "OTHER" "1" "XPT1" "S. cerevisiae" "Xanthine Phosphoribosyl Transferase" "630" "YJR133W" "S000003894" "ORF"
"YNR043W" "OTHER" "1" "MVD1" "S. cerevisiae" "MeValonate pyrophosphate Decarboxylase" "1191" "YNR043W" "S000005326" "ORF"
"YNL220W" "OTHER" "1" "ADE12" "S. cerevisiae" "ADEnine requiring" "1302" "YNL220W" "S000005164" "ORF"
"YFL053W" "OTHER" "1" "DAK2" "S. cerevisiae" "DihydroxyAcetone Kinase" "1776" "YFL053W" "S000001841" "ORF"
"YNL202W" "OTHER" "1" "SPS19" "S. cerevisiae" "SPorulation-Specific" "879" "YNL202W" "S000005146" "ORF"
"YML042W" "OTHER" "1" "CAT2" "S. cerevisiae" "Carnitine AcetylTransferase" "2013" "YML042W" "S000004506" "ORF"
"YCR010C" "OTHER" "1" "ADY2" "S. cerevisiae" "Accumulation of DYads" "852" "YCR010C" "S000000603" "ORF"
"YIR031C" "OTHER" "1" "DAL7" "S. cerevisiae" "Degradation of Allantoin" "1665" "YIR031C" "S000001470" "ORF"
"YER060W" "OTHER" "1" "FCY21" "S. cerevisiae" "FluoroCYtosine resistance" "1587" "YER060W" "S000000862" "ORF"
"YBL030C" "OTHER" "1" "PET9" "S. cerevisiae" "PETite" "957" "YBL030C" "S000000126" "ORF"
"YBR020W" "OTHER" "1" "GAL1" "S. cerevisiae" "GALactose metabolism" "1587" "YBR020W" "S000000224" "ORF"
"Q0045" "OTHER" "1" "COX1" "S. cerevisiae" "Cytochrome c OXidase" "12884" "Q0045" "S000007260" "ORF"
"YJR137C" "OTHER" "1" "MET5" "S. cerevisiae" "METhionine requiring" "4329" "YJR137C" "S000003898" "ORF"
"YEL071W" "OTHER" "1" "DLD3" "S. cerevisiae" "D-Lactate Dehydrogenase" "1491" "YEL071W" "S000000797" "ORF"
"YDR148C" "OTHER" "1" "KGD2" "S. cerevisiae" "alpha-KetoGlutarate Dehydrogenase" "1392" "YDR148C" "S000002555" "ORF"
"YML110C" "OTHER" "1" "COQ5" "S. cerevisiae" "COenzyme Q" "924" "YML110C" "S000004578" "ORF"
"YPR121W" "OTHER" "1" "THI22" "S. cerevisiae" "THIamine metabolism" "1719" "YPR121W" "S000006325" "ORF"
"YER014W" "OTHER" "1" "HEM14" "S. cerevisiae" "HEMe biosynthesis" "1620" "YER014W" "S000000816" "ORF"
"YPR156C" "OTHER" "1" "TPO3" "S. cerevisiae" "Transporter of POlyamines" "1869" "YPR156C" "S000006360" "ORF"
"YGR282C" "OTHER" "1" "BGL2" "S. cerevisiae" "Beta-GLucanase" "942" "YGR282C" "S000003514" "ORF"
"YJR130C" "OTHER" "1" "STR2" "S. cerevisiae" "Sulfur TRansfer" "1920" "YJR130C" "S000003891" "ORF"
"YBR003W" "OTHER" "1" "COQ1" "S. cerevisiae" "COenzyme Q" "1422" "YBR003W" "S000000207" "ORF"
"YNR012W" "OTHER" "1" "URK1" "S. cerevisiae" "URidine Kinase" "1506" "YNR012W" "S000005295" "ORF"
"YJR153W" "OTHER" "1" "PGU1" "S. cerevisiae" "PolyGalactUronase" "1086" "YJR153W" "S000003914" "ORF"
"YEL021W" "OTHER" "1" "URA3" "S. cerevisiae" "URAcil requiring" "804" "YEL021W" "S000000747" "ORF"
"YDL245C" "OTHER" "1" "HXT15" "S. cerevisiae" "HeXose Transporter" "1704" "YDL245C" "S000002404" "ORF"
"YGR060W" "OTHER" "1" "ERG25" "S. cerevisiae" "ERGosterol biosynthesis" "930" "YGR060W" "S000003292" "ORF"
"YJR013W" "OTHER" "1" "GPI14" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1212" "YJR013W" "S000003774" "ORF"
"YDR402C" "OTHER" "1" "DIT2" "S. cerevisiae" "DITyrosine" "1470" "YDR402C" "S000002810" "ORF"
"YDR513W" "OTHER" "1" "GRX2" "S. cerevisiae" "GlutaRedoXin" "432" "YDR513W" "S000002921" "ORF"
"YPL244C" "OTHER" "1" "HUT1" "S. cerevisiae" "Homolog of UDP-galactose Transporter" "1020" "YPL244C" "S000006165" "ORF"
"YHR037W" "OTHER" "1" "PUT2" "S. cerevisiae" "Proline UTilization" "1728" "YHR037W" "S000001079" "ORF"
"YAR035W" "OTHER" "1" "YAT1" "S. cerevisiae" "" "2064" "YAR035W" "S000000080" "ORF"
"YKR058W" "OTHER" "1" "GLG1" "S. cerevisiae" "Glycogenin-Like Gene" "1851" "YKR058W" "S000001766" "ORF"
"YBR036C" "OTHER" "1" "CSG2" "S. cerevisiae" "Calcium Sensitive Growth" "1233" "YBR036C" "S000000240" "ORF"
"YER055C" "OTHER" "1" "HIS1" "S. cerevisiae" "HIStidine" "894" "YER055C" "S000000857" "ORF"
"YMR165C" "OTHER" "1" "PAH1" "S. cerevisiae" "Phosphatidic Acid phosphoHydrolase" "2589" "YMR165C" "S000004775" "ORF"
"YJR110W" "OTHER" "1" "YMR1" "S. cerevisiae" "Yeast Myotubularin Related" "2067" "YJR110W" "S000003871" "ORF"
"YPL015C" "OTHER" "1" "HST2" "S. cerevisiae" "Homolog of SIR Two (SIR2)" "1074" "YPL015C" "S000005936" "ORF"
"YGL008C" "OTHER" "1" "PMA1" "S. cerevisiae" "Plasma Membrane ATPase" "2757" "YGL008C" "S000002976" "ORF"
"YMR108W" "OTHER" "1" "ILV2" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "2064" "YMR108W" "S000004714" "ORF"
"YDL078C" "OTHER" "1" "MDH3" "S. cerevisiae" "Malate DeHydrogenase" "1032" "YDL078C" "S000002236" "ORF"
"YDR074W" "OTHER" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"YML022W" "OTHER" "1" "APT1" "S. cerevisiae" "Adenine PhosphoribosylTransferase" "564" "YML022W" "S000004484" "ORF"
"YIL160C" "OTHER" "1" "POT1" "S. cerevisiae" "Peroxisomal Oxoacyl Thiolase" "1254" "YIL160C" "S000001422" "ORF"
"YBR019C" "OTHER" "1" "GAL10" "S. cerevisiae" "GALactose metabolism" "2100" "YBR019C" "S000000223" "ORF"
"YJL091C" "OTHER" "1" "GWT1" "S. cerevisiae" "GPI-anchored Wall protein Transfer" "1473" "YJL091C" "S000003627" "ORF"
"YKL140W" "OTHER" "1" "TGL1" "S. cerevisiae" "TriGlyceride Lipase" "1647" "YKL140W" "S000001623" "ORF"
"YKL055C" "OTHER" "1" "OAR1" "S. cerevisiae" "3-Oxoacyl-[Acyl-carrier-protein] Reductase" "837" "YKL055C" "S000001538" "ORF"
"YHR174W" "OTHER" "1" "ENO2" "S. cerevisiae" "ENOlase" "1314" "YHR174W" "S000001217" "ORF"
"YDL185W" "OTHER" "1" "VMA1" "S. cerevisiae" "Vacuolar Membrane Atpase" "3216" "YDL185W" "S000002344" "ORF"
"YKL104C" "OTHER" "1" "GFA1" "S. cerevisiae" "Glutamine:Fructose-6-phosphate Amidotransferase" "2154" "YKL104C" "S000001587" "ORF"
"YLR109W" "OTHER" "1" "AHP1" "S. cerevisiae" "Alkyl HydroPeroxide reductase" "531" "YLR109W" "S000004099" "ORF"
"YPL268W" "OTHER" "1" "PLC1" "S. cerevisiae" "PhosphoLipase C" "2610" "YPL268W" "S000006189" "ORF"
"YBR002C" "OTHER" "1" "RER2" "S. cerevisiae" "Retention in the Endoplasmic Reticulum" "861" "YBR002C" "S000000206" "ORF"
"YPL148C" "OTHER" "1" "PPT2" "S. cerevisiae" "Phosphopantetheine:Protein Transferase" "522" "YPL148C" "S000006069" "ORF"
"YEL046C" "OTHER" "1" "GLY1" "S. cerevisiae" "GLYcine requiring" "1164" "YEL046C" "S000000772" "ORF"
"YOL140W" "OTHER" "1" "ARG8" "S. cerevisiae" "ARGinine requiring" "1272" "YOL140W" "S000005500" "ORF"
"YHR091C" "OTHER" "1" "MSR1" "S. cerevisiae" "Mitochondrial tRNA Synthetase aRginine" "1932" "YHR091C" "S000001133" "ORF"
"YEL058W" "OTHER" "1" "PCM1" "S. cerevisiae" "PhosphoaCetylglucosamine Mutase" "1674" "YEL058W" "S000000784" "ORF"
"YJR049C" "OTHER" "1" "UTR1" "S. cerevisiae" "Unidentified TRanscript" "1593" "YJR049C" "S000003810" "ORF"
"YEL069C" "OTHER" "1" "HXT13" "S. cerevisiae" "HeXose Transporter" "1695" "YEL069C" "S000000795" "ORF"
"YDL022W" "OTHER" "1" "GPD1" "S. cerevisiae" "Glycerol-3-Phosphate Dehydrogenase" "1176" "YDL022W" "S000002180" "ORF"
"YKL106W" "OTHER" "1" "AAT1" "S. cerevisiae" "Aspartate AminoTransferase" "1356" "YKL106W" "S000001589" "ORF"
"Q0080" "OTHER" "1" "ATP8" "S. cerevisiae" "ATP synthase" "147" "Q0080" "S000007267" "ORF"
"YGR096W" "OTHER" "1" "TPC1" "S. cerevisiae" "Thiamine Pyrophosphate Carrier" "945" "YGR096W" "S000003328" "ORF"
"YIL053W" "OTHER" "1" "GPP1" "S. cerevisiae" "Glycerol-3-Phosphate Phosphatase" "753" "YIL053W" "S000001315" "ORF"
"YPL231W" "OTHER" "1" "FAS2" "S. cerevisiae" "Fatty Acid Synthetase" "5664" "YPL231W" "S000006152" "ORF"
"YJR095W" "OTHER" "1" "SFC1" "S. cerevisiae" "Succinate-Fumarate Carrier" "969" "YJR095W" "S000003856" "ORF"
"YBL011W" "OTHER" "1" "SCT1" "S. cerevisiae" "Suppressor of Choline-Transport mutants" "2280" "YBL011W" "S000000107" "ORF"
"YIR037W" "OTHER" "1" "HYR1" "S. cerevisiae" "HYdroperoxide Resistance" "492" "YIR037W" "S000001476" "ORF"
"YGL256W" "OTHER" "1" "ADH4" "S. cerevisiae" "Alcohol DeHydrogenase" "1149" "YGL256W" "S000003225" "ORF"
"YBR176W" "OTHER" "1" "ECM31" "S. cerevisiae" "ExtraCellular Mutant" "939" "YBR176W" "S000000380" "ORF"
"YML123C" "OTHER" "1" "PHO84" "S. cerevisiae" "PHOsphate metabolism" "1764" "YML123C" "S000004592" "ORF"
"YMR250W" "OTHER" "1" "GAD1" "S. cerevisiae" "GlutAmate Decarboxylase" "1758" "YMR250W" "S000004862" "ORF"
"YER081W" "OTHER" "1" "SER3" "S. cerevisiae" "SERine requiring" "1410" "YER081W" "S000000883" "ORF"
"YDR196C" "OTHER" "1" "CAB5" "S. cerevisiae" "" "726" "YDR196C" "S000002604" "ORF"
"YHL032C" "OTHER" "1" "GUT1" "S. cerevisiae" "Glycerol UTilization" "2130" "YHL032C" "S000001024" "ORF"
"YGR010W" "OTHER" "1" "NMA2" "S. cerevisiae" "Nicotinamide Mononucleotide Adenylyltransferase" "1188" "YGR010W" "S000003242" "ORF"
"YDR147W" "OTHER" "1" "EKI1" "S. cerevisiae" "Ethanolamine KInase" "1605" "YDR147W" "S000002554" "ORF"
"YNL169C" "OTHER" "1" "PSD1" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "1503" "YNL169C" "S000005113" "ORF"
"YNR016C" "OTHER" "1" "ACC1" "S. cerevisiae" "Acetyl-CoA Carboxylase" "6702" "YNR016C" "S000005299" "ORF"
"YGL245W" "OTHER" "1" "GUS1" "S. cerevisiae" "GlUtamyl-tRNA Synthetase" "2127" "YGL245W" "S000003214" "ORF"
"YHR216W" "OTHER" "1" "IMD2" "S. cerevisiae" "IMP Dehydrogenase" "1572" "YHR216W" "S000001259" "ORF"
"YNL192W" "OTHER" "1" "CHS1" "S. cerevisiae" "CHitin Synthase" "3396" "YNL192W" "S000005136" "ORF"
"YBR004C" "OTHER" "1" "GPI18" "S. cerevisiae" "GlycosylPhosphatidylInositol" "1302" "YBR004C" "S000000208" "ORF"
"YDR377W" "OTHER" "1" "ATP17" "S. cerevisiae" "ATP synthase" "306" "YDR377W" "S000002785" "ORF"
"YBR299W" "OTHER" "1" "MAL32" "S. cerevisiae" "MALtose" "1755" "YBR299W" "S000000503" "ORF"
"YDL090C" "OTHER" "1" "RAM1" "S. cerevisiae" "RAS protein and A-factor Maturation" "1296" "YDL090C" "S000002248" "ORF"
"YOL096C" "OTHER" "1" "COQ3" "S. cerevisiae" "COenzyme Q" "939" "YOL096C" "S000005456" "ORF"
"YJR105W" "OTHER" "1" "ADO1" "S. cerevisiae" "ADenOsine kinase" "1023" "YJR105W" "S000003866" "ORF"
"YIL020C" "OTHER" "1" "HIS6" "S. cerevisiae" "HIStidine requiring" "786" "YIL020C" "S000001282" "ORF"
"YML054C" "OTHER" "1" "CYB2" "S. cerevisiae" "CYtochrome B" "1776" "YML054C" "S000004518" "ORF"
"YOL136C" "OTHER" "1" "PFK27" "S. cerevisiae" "6-PhosphoFructo-2-Kinase" "1194" "YOL136C" "S000005496" "ORF"
"YKL035W" "OTHER" "1" "UGP1" "S. cerevisiae" "UDP-glucose pyrophosphorylase" "1500" "YKL035W" "S000001518" "ORF"
"YBL011W" "OTHER" "1" "SCT1" "S. cerevisiae" "Suppressor of Choline-Transport mutants" "2280" "YBL011W" "S000000107" "ORF"
"YDL022W" "OTHER" "1" "GPD1" "S. cerevisiae" "Glycerol-3-Phosphate Dehydrogenase" "1176" "YDL022W" "S000002180" "ORF"
"YLR201C" "OTHER" "1" "COQ9" "S. cerevisiae" "COenzyme Q" "783" "YLR201C" "S000004191" "ORF"
"YJL097W" "OTHER" "1" "PHS1" "S. cerevisiae" "PTPLA Homolog involved in Sphingolipid biosynthesis 1" "654" "YJL097W" "S000003633" "ORF"
"YOL140W" "OTHER" "1" "ARG8" "S. cerevisiae" "ARGinine requiring" "1272" "YOL140W" "S000005500" "ORF"
"YOR303W" "OTHER" "1" "CPA1" "S. cerevisiae" "Carbamyl Phosphate synthetase A" "1236" "YOR303W" "S000005829" "ORF"
"YJR095W" "OTHER" "1" "SFC1" "S. cerevisiae" "Succinate-Fumarate Carrier" "969" "YJR095W" "S000003856" "ORF"
"YDR226W" "OTHER" "1" "ADK1" "S. cerevisiae" "ADenylate Kinase" "669" "YDR226W" "S000002634" "ORF"
"YJL026W" "OTHER" "1" "RNR2" "S. cerevisiae" "RiboNucleotide Reductase" "1200" "YJL026W" "S000003563" "ORF"
"YBL033C" "OTHER" "1" "RIB1" "S. cerevisiae" "RIBoflavin biosynthesis" "1038" "YBL033C" "S000000129" "ORF"
"YLR245C" "OTHER" "1" "CDD1" "S. cerevisiae" "CytiDine Deaminase" "429" "YLR245C" "S000004235" "ORF"
"YLR285W" "OTHER" "1" "NNT1" "S. cerevisiae" "Nicotinamide N-methylTransferase" "786" "YLR285W" "S000004275" "ORF"
"YPR113W" "OTHER" "1" "PIS1" "S. cerevisiae" "Phosphatidyl Inositol Synthase" "663" "YPR113W" "S000006317" "ORF"
"YCR048W" "OTHER" "1" "ARE1" "S. cerevisiae" "Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme" "1833" "YCR048W" "S000000644" "ORF"
"YER056C" "OTHER" "1" "FCY2" "S. cerevisiae" "FluoroCYtosine resistance" "1602" "YER056C" "S000000858" "ORF"
"YNR033W" "OTHER" "1" "ABZ1" "S. cerevisiae" "para-AminoBenZoic acid (PABA) biosynthesis" "2364" "YNR033W" "S000005316" "ORF"
"YPR160W" "OTHER" "1" "GPH1" "S. cerevisiae" "Glycogen PHosphorylase" "2709" "YPR160W" "S000006364" "ORF"
"YER174C" "OTHER" "1" "GRX4" "S. cerevisiae" "GlutaRedoXin" "735" "YER174C" "S000000976" "ORF"
"YGR096W" "OTHER" "1" "TPC1" "S. cerevisiae" "Thiamine Pyrophosphate Carrier" "945" "YGR096W" "S000003328" "ORF"
"YJR105W" "OTHER" "1" "ADO1" "S. cerevisiae" "ADenOsine kinase" "1023" "YJR105W" "S000003866" "ORF"
"YLR386W" "OTHER" "1" "VAC14" "S. cerevisiae" "VACuole morphology and inheritance mutant" "2643" "YLR386W" "S000004378" "ORF"
"YLL043W" "OTHER" "1" "FPS1" "S. cerevisiae" "fdp1 Suppressor" "2010" "YLL043W" "S000003966" "ORF"
"YKL106W" "OTHER" "1" "AAT1" "S. cerevisiae" "Aspartate AminoTransferase" "1356" "YKL106W" "S000001589" "ORF"
"YOR108W" "OTHER" "1" "LEU9" "S. cerevisiae" "LEUcine biosynthesis" "1815" "YOR108W" "S000005634" "ORF"
"YMR145C" "OTHER" "1" "NDE1" "S. cerevisiae" "NADH Dehydrogenase, External" "1683" "YMR145C" "S000004753" "ORF"
"YLR299W" "OTHER" "1" "ECM38" "S. cerevisiae" "ExtraCellular Mutant" "1983" "YLR299W" "S000004290" "ORF"
"YOL096C" "OTHER" "1" "COQ3" "S. cerevisiae" "COenzyme Q" "939" "YOL096C" "S000005456" "ORF"
"YLR158C" "OTHER" "1" "ASP3-3" "S. cerevisiae" "ASParaginase" "1089" "YLR158C" "S000004148" "ORF"
"YDR074W" "OTHER" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"Q0085" "OTHER" "1" "ATP6" "S. cerevisiae" "ATP synthase" "780" "Q0085" "S000007268" "ORF"
"YBR299W" "OTHER" "1" "MAL32" "S. cerevisiae" "MALtose" "1755" "YBR299W" "S000000503" "ORF"
"YCR024C" "OTHER" "1" "SLM5" "S. cerevisiae" "Synthetic Lethal with Mss4" "1479" "YCR024C" "S000000618" "ORF"
"YCR053W" "OTHER" "1" "THR4" "S. cerevisiae" "THReonine requiring" "1545" "YCR053W" "S000000649" "ORF"
"YDR074W" "OTHER" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"YGL245W" "OTHER" "1" "GUS1" "S. cerevisiae" "GlUtamyl-tRNA Synthetase" "2127" "YGL245W" "S000003214" "ORF"
"YBR176W" "OTHER" "1" "ECM31" "S. cerevisiae" "ExtraCellular Mutant" "939" "YBR176W" "S000000380" "ORF"
"YOR375C" "OTHER" "1" "GDH1" "S. cerevisiae" "Glutamate DeHydrogenase" "1365" "YOR375C" "S000005902" "ORF"
"YMR250W" "OTHER" "1" "GAD1" "S. cerevisiae" "GlutAmate Decarboxylase" "1758" "YMR250W" "S000004862" "ORF"
"YEL069C" "OTHER" "1" "HXT13" "S. cerevisiae" "HeXose Transporter" "1695" "YEL069C" "S000000795" "ORF"
"YIL020C" "OTHER" "1" "HIS6" "S. cerevisiae" "HIStidine requiring" "786" "YIL020C" "S000001282" "ORF"
"YLR386W" "OTHER" "1" "VAC14" "S. cerevisiae" "VACuole morphology and inheritance mutant" "2643" "YLR386W" "S000004378" "ORF"
"YGR277C" "OTHER" "1" "CAB4" "S. cerevisiae" "Coenzyme A Biosynthesis" "918" "YGR277C" "S000003509" "ORF"
"YBR161W" "OTHER" "1" "CSH1" "S. cerevisiae" "CSG1/SUR1 Homolog" "1131" "YBR161W" "S000000365" "ORF"
"YBL099W" "OTHER" "1" "ATP1" "S. cerevisiae" "ATP synthase" "1638" "YBL099W" "S000000195" "ORF"
"YPR074C" "OTHER" "1" "TKL1" "S. cerevisiae" "TransKetoLase" "2043" "YPR074C" "S000006278" "ORF"
"YEL058W" "OTHER" "1" "PCM1" "S. cerevisiae" "PhosphoaCetylglucosamine Mutase" "1674" "YEL058W" "S000000784" "ORF"
"YGL256W" "OTHER" "1" "ADH4" "S. cerevisiae" "Alcohol DeHydrogenase" "1149" "YGL256W" "S000003225" "ORF"
"YPR035W" "OTHER" "1" "GLN1" "S. cerevisiae" "GLutamiNe metabolism" "1113" "YPR035W" "S000006239" "ORF"
"YHR123W" "OTHER" "1" "EPT1" "S. cerevisiae" "EthanolaminePhosphoTransferase" "1267" "YHR123W" "S000001165" "ORF"
"YMR189W" "OTHER" "1" "GCV2" "S. cerevisiae" "GlyCine cleaVage" "3105" "YMR189W" "S000004801" "ORF"
"YFR047C" "OTHER" "1" "BNA6" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "888" "YFR047C" "S000001943" "ORF"
"YKL035W" "OTHER" "1" "UGP1" "S. cerevisiae" "UDP-glucose pyrophosphorylase" "1500" "YKL035W" "S000001518" "ORF"
"YGL142C" "OTHER" "1" "GPI10" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1851" "YGL142C" "S000003110" "ORF"
"YPL097W" "OTHER" "1" "MSY1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)" "1479" "YPL097W" "S000006018" "ORF"
"YIL002C" "OTHER" "1" "INP51" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "2841" "YIL002C" "S000001264" "ORF"
"YML070W" "OTHER" "1" "DAK1" "S. cerevisiae" "DihydroxyAcetone Kinase" "1755" "YML070W" "S000004535" "ORF"
"YIL083C" "OTHER" "1" "CAB2" "S. cerevisiae" "Coenzyme A Biosynthesis" "1098" "YIL083C" "S000001345" "ORF"
"YML008C" "OTHER" "1" "ERG6" "S. cerevisiae" "ERGosterol biosynthesis" "1152" "YML008C" "S000004467" "ORF"
"YLR438W" "OTHER" "1" "CAR2" "S. cerevisiae" "Catabolism of ARginine" "1275" "YLR438W" "S000004430" "ORF"
"YFL022C" "OTHER" "1" "FRS2" "S. cerevisiae" "phenylalanyl (F)-tRNA Synthetase" "1512" "YFL022C" "S000001872" "ORF"
"YEL051W" "OTHER" "1" "VMA8" "S. cerevisiae" "Vacuolar Membrane Atpase" "771" "YEL051W" "S000000777" "ORF"
"YMR165C" "OTHER" "1" "PAH1" "S. cerevisiae" "Phosphatidic Acid phosphoHydrolase" "2589" "YMR165C" "S000004775" "ORF"
"YDL093W" "OTHER" "1" "PMT5" "S. cerevisiae" "Protein O-MannosylTransferase" "2232" "YDL093W" "S000002251" "ORF"
"YHR216W" "OTHER" "1" "IMD2" "S. cerevisiae" "IMP Dehydrogenase" "1572" "YHR216W" "S000001259" "ORF"
"YML075C" "OTHER" "1" "HMG1" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3165" "YML075C" "S000004540" "ORF"
"YOR176W" "OTHER" "1" "HEM15" "S. cerevisiae" "HEMe biosynthesis" "1182" "YOR176W" "S000005702" "ORF"
"YLR158C" "OTHER" "1" "ASP3-3" "S. cerevisiae" "ASParaginase" "1089" "YLR158C" "S000004148" "ORF"
"YIL066C" "OTHER" "1" "RNR3" "S. cerevisiae" "RiboNucleotide Reductase" "2610" "YIL066C" "S000001328" "ORF"
"YER053C" "OTHER" "1" "PIC2" "S. cerevisiae" "PI Carrier" "903" "YER053C" "S000000855" "ORF"
"YLR308W" "OTHER" "1" "CDA2" "S. cerevisiae" "Chitin DeAcetylase" "939" "YLR308W" "S000004299" "ORF"
"YLR432W" "OTHER" "1" "IMD3" "S. cerevisiae" "IMP Dehydrogenase" "1572" "YLR432W" "S000004424" "ORF"
"YOR168W" "OTHER" "1" "GLN4" "S. cerevisiae" "GLutamiNe metabolism" "2430" "YOR168W" "S000005694" "ORF"
"Q0085" "OTHER" "1" "ATP6" "S. cerevisiae" "ATP synthase" "780" "Q0085" "S000007268" "ORF"
"YJL196C" "OTHER" "1" "ELO1" "S. cerevisiae" "ELOngation defective" "933" "YJL196C" "S000003732" "ORF"
"YER056C" "OTHER" "1" "FCY2" "S. cerevisiae" "FluoroCYtosine resistance" "1602" "YER056C" "S000000858" "ORF"
"YBR085W" "OTHER" "1" "AAC3" "S. cerevisiae" "ADP/ATP Carrier" "924" "YBR085W" "S000000289" "ORF"
"YER183C" "OTHER" "1" "FAU1" "S. cerevisiae" "Folinic Acid Utilization" "636" "YER183C" "S000000985" "ORF"
"YIL074C" "OTHER" "1" "SER33" "S. cerevisiae" "SERine requiring" "1410" "YIL074C" "S000001336" "ORF"
"YLL041C" "OTHER" "1" "SDH2" "S. cerevisiae" "Succinate DeHydrogenase" "801" "YLL041C" "S000003964" "ORF"
"YEL047C" "OTHER" "1" "FRD1" "S. cerevisiae" "Fumarate ReDuctase" "1413" "YEL047C" "S000000773" "ORF"
"YCR028C" "OTHER" "1" "FEN2" "S. cerevisiae" "FENpropimorph resistance" "1539" "YCR028C" "S000000623" "ORF"
"YEL029C" "OTHER" "1" "BUD16" "S. cerevisiae" "BUD site selection" "939" "YEL029C" "S000000755" "ORF"
"YPL061W" "OTHER" "1" "ALD6" "S. cerevisiae" "ALdehyde Dehydrogenase" "1503" "YPL061W" "S000005982" "ORF"
"YAL054C" "OTHER" "1" "ACS1" "S. cerevisiae" "Acetyl CoA Synthetase" "2142" "YAL054C" "S000000050" "ORF"
"YPL274W" "OTHER" "1" "SAM3" "S. cerevisiae" "S-AdenosylMethionine metabolism" "1764" "YPL274W" "S000006195" "ORF"
"YCR098C" "OTHER" "1" "GIT1" "S. cerevisiae" "GlycerophosphoInosiTol" "1557" "YCR098C" "S000000695" "ORF"
"YPL078C" "OTHER" "1" "ATP4" "S. cerevisiae" "ATP synthase" "735" "YPL078C" "S000005999" "ORF"
"YOR126C" "OTHER" "1" "IAH1" "S. cerevisiae" "Isoamyl Acetate-Hydrolyzing esterase" "717" "YOR126C" "S000005652" "ORF"
