Gene [Systematic Name];Gene [Standard Name];ORF Qualifier;Gene Description;Mutant Type;Phenotypes > Observable;Qualifier;Strain Background;Chemical;Drain Info;Carbon source;Medium;Special Condition (remove_genes);Special Condition (remove_metab);Special Condition (add_metab);Condition;Details;PubMed ID;Culture type;PATHWAY;PATHWAY [subclass]
YMR293C;HER2;Verified;Hmg2p ER Remodeling;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YMR296C;LCB1;Verified;Long-Chain Base;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+8058731;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sphingolipid metabolism;Lipid metabolism
YMR298W;LIP1;Verified;Lag1p/Lac1p Interacting Protein;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sphingolipid metabolism;Lipid metabolism
YMR300C;ADE4;Verified;ADEnine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Purine metabolism;Nucleotide metabolism
YMR303C;ADH2;Verified;Alcohol DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YMR306W;FKS3;Verified;Undefined;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YMR307W;GAS1;Verified;Glycophospholipid-Anchored Surface protein;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YMR313C;TGL3;Verified;TriacylGlycerol Lipase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YMR316W;DIA1;Verified;Digs Into Agar;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YMR318C;ADH6;Verified;Alcohol DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Alcohol metabolism;Carbohydrate metabolism
YMR319C;FET4;Verified;FErrous Transport;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL003C;PET8;Verified;PETite colonies;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL006W;LST8;Verified;Lethal with Sec Thirteen;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YNL009W;IDP3;Verified;Isocitrate Dehydrogenase, NADP-dependent;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YNL029C;KTR5;Verified;Kre Two Related;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycan biosynthesis;Glycan biosynthesis and metabolism
YNL037C;IDH1;Verified;Isocitrate DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YNL038W;GPI15;Verified;GlycosylPhosphatidylInositol anchor biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;GPI-anchor biosynthesis;Glycan biosynthesis and metabolism
YNL045W;LAP2;Verified;Leucine AminoPeptidases;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YNL052W;COX5A;Verified;Cytochrome c OXidase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YNL071W;LAT1;Verified;Undefined;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YNL073W;MSK1;Verified;Mitochondrial aminoacyl-tRNA Synthetase, lysine (K);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YNL101W;AVT4;Verified;Amino acid Vacuolar Transport;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL104C;LEU4;Verified;LEUcine biosynthesis;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Valine, leucine and isoleucine metabolism;Amino acid metabolism
YNL106C;INP52;Verified;INositol polyphosphate 5-Phosphatase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YNL117W;MLS1;Verified;MaLate Synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glyoxylate and dicarboxylate metabolism;Carbohydrate metabolism
YNL129W;NRK1;Verified;Nicotinamide Riboside Kinase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins
YNL130C;CPT1;Verified;CholinePhosphoTransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YNL141W;AAH1;Verified;Adenine AminoHydrolase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nucleotide salvage metabolism;Nucleotide metabolism
YNL142W;MEP2;Verified;Undefined;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL169C;PSD1;Verified;PhosphatidylSerine Decarboxylase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YNL192W;CHS1;Verified;CHitin Synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YNL202W;SPS19;Verified;SPorulation-Specific;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Fatty acid metabolism;Lipid metabolism
YNL219C;ALG9;Verified;Asparagine-Linked Glycosylation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lipid-linked oligosaccharide biosynthesis;Lipid metabolism
YNL241C;ZWF1;Verified;ZWischenFerment;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pentose phosphate pathway;Carbohydrate metabolism
YNL247W;Undefined;Verified;Undefined;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YNL256W;FOL1;Verified;FOLic acid synthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Folate metabolism;Metabolism of cofactors and vitamins
YNL267W;PIK1;Verified;Phosphatidyl Inositol Kinase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;8248783+17720810+17720810;Undefined;Glycerophospholipid metabolism;Lipid metabolism
YNL268W;LYP1;Verified;LYsine-specific Permease;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL270C;ALP1;Verified;Undefined;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL277W;MET2;Verified;METhionine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Cysteine and methionine metabolism;Amino acid metabolism
YNL280C;ERG24;Verified;ERGosterol biosynthesis;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sterol metabolism;Lipid metabolism
YNL292W;PUS4;Verified;PseudoUridine Synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pyrimidine metabolism;Nucleotide metabolism
YNL316C;PHA2;Verified;PHenylAlanine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism
YNL318C;HXT14;Verified;HeXose Transporter;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNL323W;LEM3;Verified;Ligand-Effect Modulator;null;Viable;none;S288C;;;glucose;YPD;;;;;;9544246;Undefined;Other;Other
YNL325C;FIG4;Verified;Factor-Induced Gene;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YNL326C;PFA3;Verified;Protein Fatty Acyltransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YNR001C;CIT1;Verified;CITrate synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YNR008W;LRO1;Verified;Lecithin cholesterol acyl transferase Related Open reading frame;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YNR012W;URK1;Verified;URidine Kinase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pyrimidine metabolism;Nucleotide metabolism
YNR013C;PHO91;Verified;PHOsphate metabolism;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNR016C;ACC1;Verified;Acetyl-CoA Carboxylase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Fatty acid metabolism;Lipid metabolism
YNR019W;ARE2;Verified;Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sterol metabolism;Lipid metabolism
YNR027W;BUD17;Verified;BUD site selection;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Vitamin B6 metabolism;Metabolism of cofactors and vitamins
YNR030W;ALG12;Verified;Asparagine-Linked Glycosylation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lipid-linked oligosaccharide biosynthesis;Lipid metabolism
YNR033W;ABZ1;Verified;para-AminoBenZoic acid (PABA) biosynthesis;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Folate metabolism;Metabolism of cofactors and vitamins
YNR034W;SOL1;Verified;Suppressor Of Los1-1;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pentose phosphate pathway;Carbohydrate metabolism
YNR041C;COQ2;Verified;COenzyme Q;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Ubiquinone metabolism;Metabolism of cofactors and vitamins
YNR043W;MVD1;Verified;MeValonate pyrophosphate Decarboxylase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Mevalonate pathway;Metabolism of terpenoids and polyketides
YNR050C;LYS9;Verified;LYSine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lysine biosynthesis;Amino acid metabolism
YNR056C;BIO5;Verified;BIOtin;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YNR057C;BIO4;Verified;BIOtin;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Biotin metabolism;Metabolism of cofactors and vitamins
YNR058W;BIO3;Verified;BIOtin;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Biotin metabolism;Metabolism of cofactors and vitamins
YNR067C;DSE4;Verified;Daughter Specific Expression;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YNR072W;HXT17;Verified;HeXose Transporter;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOL003C;PFA4;Verified;Protein Fatty Acyltransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YOL011W;PLB3;Verified;PhosphoLipase B;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YOL020W;TAT2;Verified;Tryptophan Amino acid Transporter;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOL030W;GAS5;Verified;Glycophospholipid-Anchored Surface protein;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YOL033W;MSE1;Verified;Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YOL049W;GSH2;Verified;Glutathione;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glutathione metabolism;Metabolism of other amino acids
YOL052C;SPE2;Verified;SPErmidine auxotroph;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Polyamines metabolism;Metabolism of cofactors and vitamins
YOL055C;THI20;Verified;THIamine metabolism;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Thiamine metabolism;Metabolism of cofactors and vitamins
YOL056W;GPM3;Verified;Glycerate PhosphoMutase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YOL058W;ARG1;Verified;ARGinine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Arginine and proline metabolism;Amino acid metabolism
YOL059W;GPD2;Verified;Glycerol-3-Phosphate Dehydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YOL061W;PRS5;Verified;PhosphoRibosylpyrophosphate Synthetase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Histidine metabolism;Amino acid metabolism
YOL064C;MET22;Verified;METhionine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Cysteine and methionine metabolism;Amino acid metabolism
YOL065C;INP54;Verified;INositol polyphosphate 5-Phosphatase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YOL066C;RIB2;Verified;RIBoflavin biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Riboflavin, FMN and FAD metabolism;Metabolism of cofactors and vitamins
YOL068C;HST1;Verified;Homolog of SIR Two (SIR2);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins
YOL077W-A;ATP19;Verified;ATP synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;16510898;Undefined;Oxidative phosphorylation;Energy metabolism
YOL078W;AVO1;Verified;Adheres VOraciously (to TOR2);null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YOL086C;ADH1;Verified;Alcohol DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YOL096C;COQ3;Verified;COenzyme Q;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Ubiquinone metabolism;Metabolism of cofactors and vitamins
YOL097C;WRS1;Verified;W (tryptophan) RS (tRNA synthetase);null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YOL103W;ITR2;Verified;myo-Inositol TRansporter;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOL110W;SHR5;Verified;Suppressor of Hyperactive Ras;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YOL126C;MDH2;Verified;Malate DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YOL132W;GAS4;Verified;Glycophospholipid-Anchored Surface protein;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YOL136C;PFK27;Verified;6-PhosphoFructo-2-Kinase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Fructose and mannose metabolism;Carbohydrate metabolism
YOL143C;RIB4;Verified;RIBoflavin biosynthesis;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Riboflavin, FMN and FAD metabolism;Metabolism of cofactors and vitamins
YOL151W;GRE2;Verified;Genes de Respuesta a Estres (stress responsive genes);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YOR002W;ALG6;Verified;Asparagine-Linked Glycosylation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lipid-linked oligosaccharide biosynthesis;Lipid metabolism
YOR011W;AUS1;Verified;ABC protein involved in Uptake of Sterols;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOR025W;HST3;Verified;Homolog of SIR Two (SIR2);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins
YOR040W;GLO4;Verified;GLyOxalase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Methylglyoxal metabolism;Carbohydrate metabolism
YOR054C;VHS3;Verified;Viable in a Hal3 Sit4 background;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins
YOR065W;CYT1;Verified;Undefined;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YOR067C;ALG8;Verified;Asparagine-Linked Glycosylation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lipid-linked oligosaccharide biosynthesis;Lipid metabolism
YOR071C;NRT1;Verified;Nicotinamide Riboside Transporter;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOR074C;CDC21;Verified;Cell Division Cycle;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pyrimidine metabolism;Nucleotide metabolism
YOR081C;TGL5;Verified;TriacylGlycerol Lipase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YOR095C;RKI1;Verified;Ribose-5-phosphate Ketol-Isomerase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+8929392;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pentose phosphate pathway;Carbohydrate metabolism
YOR099W;KTR1;Verified;Kre Two Related;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycan biosynthesis;Glycan biosynthesis and metabolism
YOR100C;CRC1;Verified;CaRnitine Carrier;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOR108W;LEU9;Verified;LEUcine biosynthesis;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Valine, leucine and isoleucine metabolism;Amino acid metabolism
YOR109W;INP53;Verified;INositol polyphosphate 5-Phosphatase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YOR120W;GCY1;Verified;Galactose-inducible Crystallin-like Yeast protein;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YOR125C;CAT5;Verified;CATabolite repression;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Ubiquinone metabolism;Metabolism of cofactors and vitamins
YOR126C;IAH1;Verified;Isoamyl Acetate-Hydrolyzing esterase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YOR128C;ADE2;Verified;ADEnine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Purine metabolism;Nucleotide metabolism
YOR130C;ORT1;Verified;ORnithine Transporter;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YOR136W;IDH2;Verified;Isocitrate DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YOR142W;LSC1;Verified;Ligase of Succinyl-CoA;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YOR143C;THI80;Verified;THIamine metabolism;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Thiamine metabolism;Metabolism of cofactors and vitamins
YOR155C;ISN1;Verified;IMP-Specific 5'-Nucleotidase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Purine metabolism;Nucleotide metabolism
YOR163W;DDP1;Verified;Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Inositol phosphate metabolism;Carbohydrate metabolism
YOR168W;GLN4;Verified;GLutamiNe metabolism;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
